transactionid,trade_time,total_price,house_id,agent_id
2.02E+11,20160924,238,301508,11895
2.02E+11,20160928,358,401509,11895
2.02E+11,20161008,320,401510,11895
2.02E+11,20161025,362,601511,11895
2.02E+11,20161025,288.8,501512,11895
2.02E+11,20161031,355,201513,11895
2.02E+11,20161031,311,601514,11895
2.02E+11,20161031,260,801515,11895
2.02E+11,20161113,266,501516,11895
2.02E+11,20161115,298,101517,11895
2.02E+11,20161121,281,201518,11895
2.02E+11,20160622,220,101519,11277
2.02E+11,20160819,358,701520,12061
2.02E+11,20160624,605,801521,10198
2.02E+11,20160907,818,201522,10198
2.02E+11,20160616,658,201523,11406
2.02E+11,20160908,1570,601524,11931
2.02E+11,20160710,388,201525,11931
2.02E+11,20160906,450,601526,11449
2.02E+11,20161206,415,401527,11406
2.02E+11,20160729,290.5,801528,12092
2.02E+11,20160821,552,501529,10198
2.02E+11,20161225,460,301530,11406
2.02E+11,20160819,400,501531,11449
2.02E+11,20160711,595,901532,12061
2.02E+11,20160713,576,401533,11931
2.02E+11,20160730,610,801534,10198
2.02E+11,20160731,552,701535,10198
2.02E+11,20160828,650,201536,10198
2.02E+11,20160624,412,601537,12061
2.02E+11,20160711,384,801538,11931
2.02E+11,20160727,420,801539,11931
2.02E+11,20160617,255,701540,12061
2.02E+11,20160619,239,901541,11931
2.02E+11,20160711,240,701542,12092
2.02E+11,20160728,195,901543,10198
2.02E+11,20160729,208,401544,11449
2.02E+11,20160812,277,201545,12061
2.02E+11,20160823,510,801546,11449
2.02E+11,20160903,500,701547,12092
2.02E+11,20160907,435,601548,11931
2.02E+11,20160910,181,601549,11931
2.02E+11,20160930,450,501550,12092
2.02E+11,20161014,545,801551,10198
2.02E+11,20161015,430,301552,10198
2.02E+11,20160619,195,301553,12061
2.02E+11,20160624,310,801554,12061
2.02E+11,20160627,277,101555,11931
2.02E+11,20160721,229,901556,10198
2.02E+11,20160731,246,401557,10198
2.02E+11,20160731,240,401558,11449
2.02E+11,20160810,205,501559,11449
2.02E+11,20160826,314.5,301560,11449
2.02E+11,20160909,228,401561,11406
2.02E+11,20160819,355,201562,11931
2.02E+11,20160828,500,401563,11406
2.02E+11,20160719,355,101564,12061
2.02E+11,20160731,433,801565,12061
2.02E+11,20160825,563,501566,10198
2.02E+11,20160825,295,501567,11449
2.02E+11,20160827,453,801568,11449
2.02E+11,20160922,550,301569,11406
2.02E+11,20160620,140,901570,11931
2.02E+11,20160624,249,701571,12092
2.02E+11,20160725,390,201572,11449
2.02E+11,20160726,278,101573,11449
2.02E+11,20160705,279,201574,11931
2.02E+11,20160717,318,301575,10198
2.02E+11,20160824,253,201576,11449
2.02E+11,20160921,655,101577,11449
2.02E+11,20160728,820,501578,11406
2.02E+11,20160831,367,101579,11406
2.02E+11,20160816,599,301580,12092
2.02E+11,20160913,226,601581,11406
2.02E+11,20160827,520,201582,12092
2.02E+11,20160904,530,201583,12092
2.02E+11,20160909,1055,501584,12092
2.02E+11,20160907,460,901585,12092
2.02E+11,20160708,785,401586,12061
2.02E+11,20160708,220,401587,11931
2.02E+11,20160724,340,101588,11931
2.02E+11,20160731,840,201589,11931
2.02E+11,20160731,350,701590,11931
2.02E+11,20160808,846,301591,12092
2.02E+11,20160816,340,401592,10198
2.02E+11,20160820,1195,201593,11449
2.02E+11,20160911,900,501594,11406
2.02E+11,20160919,289,901595,11406
2.02E+11,20160926,375,701596,11406
2.02E+11,20160927,868,901597,11406
2.02E+11,20160928,230,101598,12092
2.02E+11,20160929,283,801599,12092
2.02E+11,20160624,255,201600,12061
2.02E+11,20160703,310,601601,12061
2.02E+11,20160704,226,901602,11931
2.02E+11,20160706,420,801603,11931
2.02E+11,20160707,230,801604,11931
2.02E+11,20160713,325,201605,11931
2.02E+11,20160731,240,401606,11931
2.02E+11,20160806,328,701607,11931
2.02E+11,20160824,428,901608,12092
2.02E+11,20160824,343.5,401609,10198
2.02E+11,20160824,320,201610,10198
2.02E+11,20160825,480,801611,10198
2.02E+11,20160825,362,501612,11449
2.02E+11,20160827,450,901613,11449
2.02E+11,20161017,511,901614,11406
2.02E+11,20160822,480,601615,11449
2.02E+11,20160730,356,701616,12092
2.02E+11,20160731,473.8,701617,11406
2.02E+11,20160906,398,301618,12092
2.02E+11,20161030,516,901619,10198
2.02E+11,20161127,458,601620,10198
2.02E+11,20161206,625,701621,10198
2.02E+11,20161221,635,601622,11406
2.02E+11,20160830,450,301623,10198
2.02E+11,20160816,269,501624,11931
2.02E+11,20160713,187,301625,12061
2.02E+11,20160714,31.5,201626,12061
2.02E+11,20170926,373,301627,11917
2.02E+11,20160830,623,601628,11626
2.02E+11,20160829,568,301629,11646
2.02E+11,20161223,418,901630,11025
2.02E+11,20160621,301,701631,11070
2.02E+11,20161107,282,601632,10868
2.02E+11,20160916,499,901633,11070
2.02E+11,20160811,421,601634,11786
2.02E+11,20160830,445,901635,11786
2.02E+11,20161231,505,101636,11786
2.02E+11,20160825,366,401637,11786
2.02E+11,20161120,402,101638,11786
2.02E+11,20161211,432,501639,11786
2.02E+11,20160630,672,601640,10389
2.02E+11,20160714,250,401641,10389
2.02E+11,20160916,178,801642,11025
2.02E+11,20160829,433,701643,10268
2.02E+11,20161024,620,701644,11626
2.02E+11,20161207,695,701645,10868
2.02E+11,20170121,643,501646,11821
2.02E+11,20161121,575,501647,11917
2.02E+11,20160817,296.5,801648,10389
2.02E+11,20160905,300,401649,10389
2.02E+11,20160627,500,801650,10059
2.02E+11,20160808,525,201651,10059
2.02E+11,20160906,386,201652,12045
2.02E+11,20160930,620,701653,10868
2.02E+11,20160713,408,901654,11646
2.02E+11,20160731,408,501655,11821
2.02E+11,20160731,330,601656,11821
2.02E+11,20160812,449,801657,11025
2.02E+11,20160830,845,401658,10868
2.02E+11,20160830,535,601659,11821
2.02E+11,20160918,418,301660,11025
2.02E+11,20161027,273,401661,11025
2.02E+11,20160929,540,301662,11025
2.02E+11,20160719,800,401663,10389
2.02E+11,20160727,298,301664,10389
2.02E+11,20160821,299,301665,10389
2.02E+11,20160823,625,101666,10389
2.02E+11,20160824,620,101667,10389
2.02E+11,20160904,446,401668,10389
2.02E+11,20160616,410,901669,10268
2.02E+11,20160704,426,501670,10268
2.02E+11,20160711,850,701671,10268
2.02E+11,20160828,485,701672,11626
2.02E+11,20161005,385,301673,11626
2.02E+11,20161211,795,901674,11070
2.02E+11,20161217,1330,601675,11070
2.02E+11,20161227,1355,701676,10868
2.02E+11,20170107,1350,801677,10868
2.02E+11,20160803,650,301678,10389
2.02E+11,20160805,348,501679,10389
2.02E+11,20160807,309,301680,10389
2.02E+11,20160810,265,901681,10389
2.02E+11,20161211,665,401682,11025
2.02E+11,20160813,180,101683,11626
2.02E+11,20160816,195,301684,11626
2.02E+11,20160823,160,401685,12045
2.02E+11,20160905,185,701686,12045
2.02E+11,20160906,214,201687,11070
2.02E+11,20160921,180,801688,11070
2.02E+11,20160925,259,901689,11070
2.02E+11,20161121,219,701690,10868
2.02E+11,20161214,217.5,101691,11821
2.02E+11,20160826,200,601692,10389
2.02E+11,20160830,850,401693,10389
2.02E+11,20161120,405,701694,11025
2.02E+11,20160626,314.5,701695,10268
2.02E+11,20160630,352,601696,10059
2.02E+11,20160729,540,201697,11917
2.02E+11,20160731,310,901698,11917
2.02E+11,20160809,298,801699,11917
2.02E+11,20160809,305,401700,11917
2.02E+11,20160810,450,401701,11917
2.02E+11,20160811,320,701702,11917
2.02E+11,20160818,393,801703,11917
2.02E+11,20160824,408,501704,11917
2.02E+11,20160825,370,201705,11917
2.02E+11,20160908,405,501706,11917
2.02E+11,20160908,400,901707,11917
2.02E+11,20160918,539,501708,11821
2.02E+11,20161008,397,401709,11821
2.02E+11,20160726,463.5,601710,10389
2.02E+11,20160731,385,801711,10389
2.02E+11,20160707,421.5,201712,10389
2.02E+11,20161029,155,701713,11025
2.02E+11,20160922,285,101714,11025
2.02E+11,20160623,301,201715,11626
2.02E+11,20160625,348,201716,12045
2.02E+11,20160723,315,501717,10868
2.02E+11,20160810,360,501718,11646
2.02E+11,20160823,369,901719,11646
2.02E+11,20160824,355,601720,11646
2.02E+11,20160827,480,601721,11821
2.02E+11,20160829,378,301722,11821
2.02E+11,20160915,570,701723,11821
2.02E+11,20160907,478,201724,11070
2.02E+11,20160627,230,501725,10389
2.02E+11,20160628,280,601726,10389
2.02E+11,20160913,307,701727,10059
2.02E+11,20160718,522.5,801728,10389
2.02E+11,20160722,620,801729,10389
2.02E+11,20160622,226.5,201730,10268
2.02E+11,20160623,288,701731,10268
2.02E+11,20160731,320,301732,11626
2.02E+11,20160731,320,801733,11626
2.02E+11,20160804,313,801734,11626
2.02E+11,20160809,245,101735,11626
2.02E+11,20160823,405,201736,12045
2.02E+11,20160831,350,901737,11070
2.02E+11,20160908,523,501738,11070
2.02E+11,20160910,359,601739,10868
2.02E+11,20160912,346.8,801740,11917
2.02E+11,20160913,345,801741,10868
2.02E+11,20160927,430,701742,10868
2.02E+11,20160927,393,401743,11646
2.02E+11,20161006,388,701744,11646
2.02E+11,20161029,430,501745,11646
2.02E+11,20161121,390,901746,11821
2.02E+11,20161123,338,301747,11025
2.02E+11,20161012,305,401748,10868
2.02E+11,20160704,380,901749,10059
2.02E+11,20160709,455,401750,10059
2.02E+11,20160712,367.5,301751,10059
2.02E+11,20160728,454,401752,10059
2.02E+11,20160806,266,601753,10059
2.02E+11,20160810,602,901754,10059
2.02E+11,20160814,241,401755,10059
2.02E+11,20160821,525,801756,10059
2.02E+11,20160823,481,901757,10059
2.02E+11,20160823,386,301758,12045
2.02E+11,20160823,268,301759,12045
2.02E+11,20160825,415,801760,12045
2.02E+11,20160905,468,401761,12045
2.02E+11,20160910,575,101762,12045
2.02E+11,20160910,450,901763,12045
2.02E+11,20160911,310,801764,11070
2.02E+11,20160915,337,601765,11070
2.02E+11,20161012,580,601766,11070
2.02E+11,20161026,565,901767,10868
2.02E+11,20161101,510,201768,10868
2.02E+11,20161112,545,601769,10868
2.02E+11,20161125,720,901770,10868
2.02E+11,20161206,452,701771,10868
2.02E+11,20161217,495,801772,10868
2.02E+11,20161217,352,701773,10868
2.02E+11,20160625,388,301774,11786
2.02E+11,20160706,334,201775,10268
2.02E+11,20160708,618,601776,10268
2.02E+11,20160715,338,401777,11626
2.02E+11,20160818,610,301778,12045
2.02E+11,20160824,348,101779,12045
2.02E+11,20160830,402,601780,12045
2.02E+11,20160831,351.8,501781,12045
2.02E+11,20160906,430,101782,12045
2.02E+11,20160920,531.5,701783,12045
2.02E+11,20160920,617,801784,11070
2.02E+11,20160920,336,901785,11070
2.02E+11,20160928,697,301786,11070
2.02E+11,20160929,518,501787,11070
2.02E+11,20160929,380,801788,11917
2.02E+11,20160930,420,201789,11917
2.02E+11,20161011,453,401790,11917
2.02E+11,20161118,368,601791,11646
2.02E+11,20161129,458,601792,11821
2.02E+11,20161205,570,701793,11025
2.02E+11,20160620,118,101794,10268
2.02E+11,20160705,159,901795,10268
2.02E+11,20160731,200,101796,10059
2.02E+11,20160809,290,301797,10059
2.02E+11,20160817,130,901798,10059
2.02E+11,20160818,170,601799,10059
2.02E+11,20160828,200,501800,12045
2.02E+11,20160828,205,801801,12045
2.02E+11,20160828,147.5,601802,11070
2.02E+11,20160829,181.5,701803,11070
2.02E+11,20160829,195.5,301804,11070
2.02E+11,20160918,197,601805,11070
2.02E+11,20160921,218,101806,10868
2.02E+11,20160924,157,901807,10868
2.02E+11,20160928,160,101808,10868
2.02E+11,20161009,219,301809,10868
2.02E+11,20161022,170,201810,10868
2.02E+11,20161024,203.5,601811,10868
2.02E+11,20161106,208,501812,11646
2.02E+11,20161109,273,201813,11025
2.02E+11,20161031,258,501814,11025
2.02E+11,20161026,179.7,601815,11025
2.02E+11,20161008,303,501816,11025
2.02E+11,20160627,335,901817,10268
2.02E+11,20160713,550,501818,11626
2.02E+11,20160714,383,101819,11626
2.02E+11,20160727,318,101820,10059
2.02E+11,20160808,460,101821,11070
2.02E+11,20160810,367,701822,11917
2.02E+11,20160815,309,501823,11917
2.02E+11,20160818,385,901824,11646
2.02E+11,20160822,345,901825,11821
2.02E+11,20160824,336.8,701826,11821
2.02E+11,20160825,380,701827,11821
2.02E+11,20160826,500,101828,11821
2.02E+11,20160826,349,401829,11821
2.02E+11,20160827,385,501830,11821
2.02E+11,20160828,540,201831,11821
2.02E+11,20160829,385,101832,11821
2.02E+11,20160829,242,701833,11821
2.02E+11,20160905,400,201834,11821
2.02E+11,20160907,480,901835,11821
2.02E+11,20160907,478,201836,11821
2.02E+11,20160911,375,201837,11821
2.02E+11,20160918,417,701838,11821
2.02E+11,20160921,289.4,801839,11025
2.02E+11,20160925,436,301840,11025
2.02E+11,20160928,549,501841,11025
2.02E+11,20160928,420,801842,11025
2.02E+11,20160928,383.8,101843,11025
2.02E+11,20161011,310,401844,11025
2.02E+11,20161026,660,401845,11025
2.02E+11,20161124,462,701846,11025
2.02E+11,20161226,665,101847,11025
2.02E+11,20160616,547,701848,10268
2.02E+11,20160617,431,201849,10268
2.02E+11,20160622,437,501850,11626
2.02E+11,20160623,536,201851,11626
2.02E+11,20160624,418,401852,11626
2.02E+11,20160624,405.7,101853,11626
2.02E+11,20160629,300,601854,11626
2.02E+11,20160703,420,401855,11626
2.02E+11,20160717,443,201856,10059
2.02E+11,20160720,458,501857,10059
2.02E+11,20160727,590,101858,12045
2.02E+11,20160731,453,201859,12045
2.02E+11,20160801,442,601860,12045
2.02E+11,20160809,302,801861,12045
2.02E+11,20160810,624,701862,12045
2.02E+11,20160810,432,601863,12045
2.02E+11,20160811,286.5,401864,11070
2.02E+11,20160814,467,601865,11070
2.02E+11,20160814,470,801866,11070
2.02E+11,20160815,470,701867,11070
2.02E+11,20160815,436,401868,11070
2.02E+11,20160817,311,501869,11070
2.02E+11,20160823,468,701870,10868
2.02E+11,20160824,662,101871,11917
2.02E+11,20160824,485,901872,11917
2.02E+11,20160825,635,101873,10868
2.02E+11,20160825,490,801874,11917
2.02E+11,20160826,436,401875,11917
2.02E+11,20160826,470,501876,11917
2.02E+11,20160827,620,501877,11917
2.02E+11,20160829,466,601878,11917
2.02E+11,20160829,362,901879,10868
2.02E+11,20160830,515,301880,11917
2.02E+11,20160831,640,801881,11917
2.02E+11,20160901,495,701882,11917
2.02E+11,20160917,410,601883,11646
2.02E+11,20160920,550,401884,11646
2.02E+11,20160921,637,201885,11646
2.02E+11,20160926,672,601886,11646
2.02E+11,20160927,668.8,801887,11646
2.02E+11,20160928,360,801888,11646
2.02E+11,20160930,550,501889,11646
2.02E+11,20160930,430,201890,11646
2.02E+11,20161003,560,801891,11646
2.02E+11,20161022,641,101892,11646
2.02E+11,20161029,548,501893,11646
2.02E+11,20161104,705,501894,11646
2.02E+11,20161119,400,201895,11646
2.02E+11,20161122,620,101896,11646
2.02E+11,20161202,560,901897,11646
2.02E+11,20161209,560,701898,11646
2.02E+11,20161213,660,601899,11646
2.02E+11,20161214,445,301900,11646
2.02E+11,20161215,875,601901,11646
2.02E+11,20161215,400,501902,11646
2.02E+11,20161217,420,701903,11646
2.02E+11,20161217,402,601904,11646
2.02E+11,20161221,558,701905,11821
2.02E+11,20161226,751,601906,11821
2.02E+11,20161227,530,701907,11025
2.02E+11,20161228,700,201908,11025
2.02E+11,20170101,560,101909,11025
2.02E+11,20161029,310,601910,11025
2.02E+11,20160725,420,901911,10389
2.02E+11,20160725,160,401912,10389
2.02E+11,20160729,165,201913,10389
2.02E+11,20160730,461.4,701914,10389
2.02E+11,20160726,243,701915,11626
2.02E+11,20160827,510,401916,10868
2.02E+11,20160927,536,101917,11821
2.02E+11,20160715,289,701918,12105
2.02E+11,20160731,465,501919,12105
2.02E+11,20160615,568,301920,12105
2.02E+11,20160727,770,301921,12105
2.02E+11,20160731,600,601922,12105
2.02E+11,20160708,410,201923,12105
2.02E+11,20160730,396.5,101924,12105
2.02E+11,20160811,351,601925,12105
2.02E+11,20160821,410,601926,12105
2.02E+11,20160829,409.8,901927,12105
2.02E+11,20160722,259.8,301928,12105
2.02E+11,20160804,450,301929,12105
2.02E+11,20160826,346,901930,12105
2.02E+11,20161128,380,401931,12105
2.02E+11,20160918,680,201932,12174
2.02E+11,20160803,370,901933,10077
2.02E+11,20160815,386.5,901934,11992
2.02E+11,20160921,318,201935,12065
2.02E+11,20161226,425,901936,10719
2.02E+11,20160918,500,601937,11835
2.02E+11,20161107,635,301938,11171
2.02E+11,20160827,600,601939,12174
2.02E+11,20160907,480,401940,11509
2.02E+11,20160802,310,801941,10467
2.02E+11,20160629,260,401942,11551
2.02E+11,20160904,429,601943,12160
2.02E+11,20161005,510,501944,12160
2.02E+11,20160928,399.8,801945,11903
2.02E+11,20160828,820,901946,10604
2.02E+11,20160726,300,301947,12160
2.02E+11,20161210,395,101948,11721
2.02E+11,20160930,645,401949,11187
2.02E+11,20160731,415,101950,10883
2.02E+11,20160921,240,401951,11721
2.02E+11,20161031,295,701952,10186
2.02E+11,20160902,480,801953,12174
2.02E+11,20161229,419,701954,10909
2.02E+11,20160707,618,801955,11158
2.02E+11,20160720,345,701956,11586
2.02E+11,20160909,370,201957,11435
2.02E+11,20161113,399,701958,11435
2.02E+11,20160707,295,401959,12189
2.02E+11,20160726,600,201960,12189
2.02E+11,20160822,458,301961,12189
2.02E+11,20160828,650,701962,12174
2.02E+11,20160731,346,301963,11992
2.02E+11,20160831,268,501964,11992
2.02E+11,20160616,550,801965,10052
2.02E+11,20161023,1470,901966,10350
2.02E+11,20161128,1400,701967,11733
2.02E+11,20160725,525,201968,11215
2.02E+11,20160815,498,501969,11215
2.02E+11,20160619,381.8,101970,10090
2.02E+11,20160815,436,401971,11551
2.02E+11,20160822,409,801972,12160
2.02E+11,20160826,299,301973,11171
2.02E+11,20160629,183,101974,12160
2.02E+11,20160705,263,701975,11466
2.02E+11,20160707,245,601976,11466
2.02E+11,20160906,308,301977,11162
2.02E+11,20160925,325,801978,11721
2.02E+11,20160713,392,101979,12160
2.02E+11,20160816,520,801980,10350
2.02E+11,20160822,465,901981,11509
2.02E+11,20160827,588,301982,11323
2.02E+11,20161025,550,201983,11323
2.02E+11,20160715,430,101984,11291
2.02E+11,20160917,328,801985,11291
2.02E+11,20160918,327,401986,11291
2.02E+11,20160821,298,701987,10467
2.02E+11,20160623,401,901988,11158
2.02E+11,20160804,440,901989,11903
2.02E+11,20160821,671,301990,11466
2.02E+11,20160825,836,501991,12189
2.02E+11,20160829,450,801992,10604
2.02E+11,20160927,830,901993,10604
2.02E+11,20160629,637,201994,10077
2.02E+11,20160719,638,501995,10077
2.02E+11,20160927,738,401996,11992
2.02E+11,20161110,743,301997,11162
2.02E+11,20161126,1000,601998,10719
2.02E+11,20170209,823,501999,11291
2.02E+11,20160623,530,502000,11162
2.02E+11,20160720,730,202001,11162
2.02E+11,20160806,810,402002,10719
2.02E+11,20160827,662,902003,11733
2.02E+11,20160926,616,702004,11171
2.02E+11,20161007,560,102005,11171
2.02E+11,20160620,618,202006,11586
2.02E+11,20160621,622,102007,11586
2.02E+11,20160711,634,302008,11872
2.02E+11,20160720,692.5,902009,11721
2.02E+11,20160922,830,802010,10186
2.02E+11,20160928,515,902011,10186
2.02E+11,20160731,275,302012,10079
2.02E+11,20160731,316,702013,10883
2.02E+11,20160731,288,902014,11291
2.02E+11,20160802,317,802015,11291
2.02E+11,20160808,528,502016,11215
2.02E+11,20160813,310,502017,11215
2.02E+11,20160703,293,902018,11187
2.02E+11,20160704,524,402019,10780
2.02E+11,20160705,391.5,602020,11466
2.02E+11,20160720,339,902021,11435
2.02E+11,20160915,335,202022,11171
2.02E+11,20170109,395,902023,11171
2.02E+11,20160623,382,302024,10052
2.02E+11,20160727,558,802025,11466
2.02E+11,20160815,715,302026,10604
2.02E+11,20160817,720,502027,11872
2.02E+11,20160904,620,702028,11721
2.02E+11,20160912,578,902029,11215
2.02E+11,20161207,863,302030,11215
2.02E+11,20160709,490,402031,10444
2.02E+11,20160717,507,502032,10444
2.02E+11,20160819,468,802033,11215
2.02E+11,20161029,545,602034,11721
2.02E+11,20160628,536,102035,10467
2.02E+11,20160630,650.3,702036,11551
2.02E+11,20160630,670.3,102037,11551
2.02E+11,20160708,545,702038,11509
2.02E+11,20160731,836,302039,11509
2.02E+11,20160817,592,702040,10760
2.02E+11,20160830,702,402041,10909
2.02E+11,20160831,862,702042,11721
2.02E+11,20161110,436,402043,11171
2.02E+11,20160629,620,702044,12065
2.02E+11,20160711,492,702045,11292
2.02E+11,20160723,318,202046,10350
2.02E+11,20160728,618,202047,10079
2.02E+11,20160820,545,702048,11162
2.02E+11,20160824,509,202049,10063
2.02E+11,20160828,440,702050,11323
2.02E+11,20160912,743,702051,11323
2.02E+11,20161114,638,702052,11733
2.02E+11,20161127,648,802053,11733
2.02E+11,20161129,398,202054,12124
2.02E+11,20160918,248,902055,10461
2.02E+11,20160727,495,502056,10193
2.02E+11,20160803,318,402057,10193
2.02E+11,20160907,230,502058,10467
2.02E+11,20160926,400,302059,12160
2.02E+11,20160926,303,502060,12189
2.02E+11,20160930,379,202061,11435
2.02E+11,20160831,785,202062,12124
2.02E+11,20160720,540,902063,11158
2.02E+11,20160825,560,102064,11586
2.02E+11,20160826,505,902065,11586
2.02E+11,20160911,753,802066,12189
2.02E+11,20160911,554.7,602067,10186
2.02E+11,20160911,650,102068,10186
2.02E+11,20161020,700,402069,10186
2.02E+11,20160624,287,902070,11394
2.02E+11,20160626,570,102071,11551
2.02E+11,20160627,349,202072,11551
2.02E+11,20160716,289,302073,11551
2.02E+11,20160731,242,102074,11292
2.02E+11,20160811,470,602075,11292
2.02E+11,20160904,228.5,402076,10350
2.02E+11,20160906,340,802077,10350
2.02E+11,20160907,370,202078,10350
2.02E+11,20161011,400,102079,10350
2.02E+11,20161112,610,102080,11435
2.02E+11,20161121,480,702081,11162
2.02E+11,20161121,270,902082,11733
2.02E+11,20160730,330,502083,11509
2.02E+11,20160808,329.5,802084,11835
2.02E+11,20160728,440,502085,11435
2.02E+11,20160819,249,602086,11992
2.02E+11,20160908,420,902087,12124
2.02E+11,20160912,590,302088,12124
2.02E+11,20160921,475,602089,12124
2.02E+11,20160922,368,602090,12124
2.02E+11,20160923,473.5,202091,12124
2.02E+11,20160925,380,502092,12124
2.02E+11,20161024,385,202093,12124
2.02E+11,20161028,520,802094,12124
2.02E+11,20160731,508,202095,11872
2.02E+11,20160629,620,202096,10444
2.02E+11,20160717,330,502097,10444
2.02E+11,20160728,780,802098,10444
2.02E+11,20160812,308,802099,10444
2.02E+11,20160831,565,102100,11291
2.02E+11,20160911,680,402101,11215
2.02E+11,20160912,585,302102,11215
2.02E+11,20160926,638,902103,11215
2.02E+11,20161124,639.6,302104,11215
2.02E+11,20160703,322,602105,11509
2.02E+11,20160714,214,802106,10965
2.02E+11,20160718,223,502107,10965
2.02E+11,20160725,278,502108,10193
2.02E+11,20160626,238,402109,10090
2.02E+11,20160626,236,302110,11394
2.02E+11,20160627,260,902111,12065
2.02E+11,20160704,269,702112,12098
2.02E+11,20160708,248,502113,11992
2.02E+11,20160708,248,702114,11992
2.02E+11,20160716,252,702115,11992
2.02E+11,20160717,290,402116,11992
2.02E+11,20160719,251,302117,11992
2.02E+11,20160727,375,502118,10883
2.02E+11,20160730,288,402119,11323
2.02E+11,20160731,258,402120,11323
2.02E+11,20160808,297,802121,10909
2.02E+11,20160823,299,902122,11171
2.02E+11,20160827,320,802123,11215
2.02E+11,20160829,261,602124,11215
2.02E+11,20160831,280,902125,11215
2.02E+11,20160923,292,302126,11215
2.02E+11,20160630,358,902127,10193
2.02E+11,20160706,460,302128,10193
2.02E+11,20160717,371,302129,10193
2.02E+11,20160728,438,902130,10193
2.02E+11,20160806,470,202131,10193
2.02E+11,20160809,380,902132,10193
2.02E+11,20160811,427,502133,10193
2.02E+11,20160812,480,402134,10193
2.02E+11,20160624,515,902135,10090
2.02E+11,20160626,510,202136,10139
2.02E+11,20160629,524.5,802137,10784
2.02E+11,20160803,515,602138,11394
2.02E+11,20160810,510,802139,11187
2.02E+11,20160815,510,702140,11551
2.02E+11,20160821,506,602141,12160
2.02E+11,20160825,550,802142,10965
2.02E+11,20160825,508,202143,10883
2.02E+11,20160828,549,902144,10883
2.02E+11,20160908,568,502145,10760
2.02E+11,20160915,590,702146,11722
2.02E+11,20160927,570,102147,11722
2.02E+11,20160927,570,202148,11722
2.02E+11,20160930,583,402149,11733
2.02E+11,20161007,595,202150,10909
2.02E+11,20161011,499.5,202151,11733
2.02E+11,20161109,659,302152,11171
2.02E+11,20161125,645,202153,11215
2.02E+11,20161211,660,402154,11215
2.02E+11,20160711,186,802155,11158
2.02E+11,20160815,218.5,402156,11586
2.02E+11,20160822,260,202157,11586
2.02E+11,20160824,220,202158,11586
2.02E+11,20160829,282,902159,11586
2.02E+11,20160829,192,502160,11586
2.02E+11,20160830,265,802161,11586
2.02E+11,20160909,192,402162,11586
2.02E+11,20160916,273,902163,12160
2.02E+11,20160928,193,802164,12174
2.02E+11,20161013,275,802165,12189
2.02E+11,20161019,367.5,802166,10604
2.02E+11,20161024,288,202167,11435
2.02E+11,20161111,235.5,802168,10604
2.02E+11,20161202,360,702169,11872
2.02E+11,20160925,607,602170,12124
2.02E+11,20161027,335,602171,12124
2.02E+11,20161212,530,302172,12124
2.02E+11,20161212,588,402173,12124
2.02E+11,20161216,695,502174,12124
2.02E+11,20161219,337.5,602175,12124
2.02E+11,20170108,350,402176,12124
2.02E+11,20170119,800,802177,12124
2.02E+11,20170122,328,202178,12124
2.02E+11,20170215,808,602179,12124
2.02E+11,20170221,346.5,902180,12124
2.02E+11,20170222,590,902181,12124
2.02E+11,20160905,320,102182,10749
2.02E+11,20160706,240,702183,11586
2.02E+11,20160716,218,802184,12160
2.02E+11,20160720,153,902185,12174
2.02E+11,20160721,160,702186,12174
2.02E+11,20160727,150,202187,12189
2.02E+11,20160810,215,602188,12174
2.02E+11,20160813,210.5,602189,12189
2.02E+11,20160819,175,102190,12189
2.02E+11,20160827,192,802191,12174
2.02E+11,20160828,220,202192,12189
2.02E+11,20160830,224.5,702193,12189
2.02E+11,20160831,280,102194,12189
2.02E+11,20160912,180,202195,12189
2.02E+11,20161102,285,602196,11721
2.02E+11,20161122,190,302197,11721
2.02E+11,20161212,220,702198,11721
2.02E+11,20161215,382,402199,10186
2.02E+11,20160622,348.5,102200,11158
2.02E+11,20160629,339,602201,10784
2.02E+11,20160629,259,502202,11551
2.02E+11,20160711,428,402203,10780
2.02E+11,20160718,250,902204,10780
2.02E+11,20160724,361,402205,10780
2.02E+11,20160731,393,502206,12098
2.02E+11,20160808,281,902207,10079
2.02E+11,20160824,393,602208,10079
2.02E+11,20160830,465,202209,11435
2.02E+11,20160905,690,702210,11872
2.02E+11,20160906,455,302211,10063
2.02E+11,20160907,428.5,502212,11722
2.02E+11,20160911,380,302213,10855
2.02E+11,20160914,580,802214,10855
2.02E+11,20160914,435,102215,11291
2.02E+11,20160923,430,202216,11291
2.02E+11,20160927,447,102217,11721
2.02E+11,20160929,442,802218,11721
2.02E+11,20161011,438,902219,11171
2.02E+11,20161111,571,502220,11215
2.02E+11,20161117,346,402221,11215
2.02E+11,20161211,678,602222,10186
2.02E+11,20161222,345,502223,10186
2.02E+11,20160629,435,202224,10444
2.02E+11,20160703,578,802225,10444
2.02E+11,20160724,439,402226,10965
2.02E+11,20160620,259,302227,10090
2.02E+11,20160629,290,602228,10139
2.02E+11,20160725,273,102229,10784
2.02E+11,20160726,245,502230,11394
2.02E+11,20160730,175,602231,11394
2.02E+11,20160731,223,402232,10077
2.02E+11,20160801,208,202233,12098
2.02E+11,20160801,157.5,202234,10350
2.02E+11,20160803,277,102235,10350
2.02E+11,20160805,365,302236,10604
