"r$house.id","r$square","house_type.id","buildingType","constructionTime","renovationCondition","floor","ladderRatio","as.character(r$cjxiaoqu)"
700001,273.59,3213,3,2007,4,8,1,"国际创展中心"
100002,127,2212,1,1997,4,16,0.3,"世贸国际公寓"
500003,28.39,1011,4,1983,4,6,0.25,"华声国际大厦"
800004,82.49,3111,4,1980,4,6,0.5,"华声国际大厦"
100005,57.73,2111,4,1996,4,7,0.5,"金地国际花园"
300006,57.73,2111,4,1996,4,7,0.5,"金地国际花园"
200007,80.93,3011,4,1964,3,5,0.333,"蓝堡国际公寓"
600008,56.29,1111,4,2007,4,6,0.5,"富力爱丁堡公馆"
700009,54.3,1111,4,2006,4,6,0.5,"富力爱丁堡公馆"
400010,37,1111,4,1980,3,5,0.333,"和乔丽致公寓"
600011,36.59,1111,4,1980,3,5,0.333,"和乔丽致公寓"
900012,49.52,2011,4,1970,3,5,0.333,"华源之星"
400013,49.89,2111,4,1976,4,6,0.333,"华源之星"
200014,58.1,1111,1,1986,3,17,0.25,"温莎大道"
700015,294.01,6313,1,2003,1,15,0.333,"白家庄北里"
400016,177.44,3212,1,2003,4,12,0.333,"白家庄北里"
600017,41.47,1111,4,1986,3,6,0.333,"地杰长安驿"
600018,144.29,3212,4,1997,4,6,0.5,"广渠门外大街路北区"
800019,206.79,4212,4,2004,4,6,0.5,"广馨居"
300020,68.05,3111,4,1987,4,6,0.333,"金色漫香林三期"
200021,64.32,2111,1,1989,4,14,0.25,"摩码大厦"
700022,60.5,2111,1,1990,4,16,0.333,"南郎家园"
100023,68.6,2111,1,1992,4,16,0.333,"南郎家园"
600024,93.8,2111,4,2014,3,6,0.333,"世茂宫园"
300025,90,2111,4,2008,4,16,0.5,"农丰里"
500026,108.86,3111,3,1998,3,18,0.2,"日坛北路院"
700027,78.5,3111,4,1987,3,6,0.25,"日坛北路院"
800028,56,2111,4,1988,4,4,0.333,"三里屯南路"
500029,69.21,1111,3,2003,4,17,0.667,"日坛国际公寓"
100030,75.43,2111,1,1999,3,18,0.25,"白家庄西里"
100031,57,1111,1,2004,1,18,0.3,"盛世嘉园"
700032,122.86,2211,1,2004,4,18,0.3,"盛世嘉园"
800033,161,3212,1,2004,4,18,0.3,"盛世嘉园"
200034,113.65,2211,1,2004,3,18,0.333,"盛世嘉园"
400035,73.41,4011,4,1981,3,6,0.333,"朝阳门南大街"
300036,53.1,2111,4,1988,3,6,0.5,"时代国际嘉园"
900037,43,2011,4,1988,3,6,0.25,"时代国际嘉园"
600038,58.65,2111,4,1995,2,6,0.5,"世界城"
100039,69.1,2111,4,1995,3,6,0.5,"世界城"
500040,75.88,2111,3,1999,4,14,0.667,"东直门外大街"
400041,80.47,2111,1,2006,3,20,0.25,"天福园"
300042,87.95,2111,1,2006,4,21,0.25,"天福园"
900043,72.76,1111,4,2000,4,6,0.333,"石韵浩庭"
100044,64.9,2111,4,1987,3,6,0.333,"泰悦豪庭"
100045,61.19,2111,4,1986,4,14,0.25,"泰悦豪庭"
200046,65.3,2111,4,1987,3,6,0.333,"泰悦豪庭"
100047,98.01,2111,4,2000,3,6,0.5,"光辉里小区"
900048,162.88,3212,4,2011,2,6,0.5,"核桃园北里"
800049,57.7,1011,4,2008,4,9,0.333,"核桃园北里"
700050,63.65,2111,1,1999,4,14,0.143,"红庙西里"
200051,67.28,3111,1,1999,4,14,0.143,"红庙西里"
800052,74.1,2111,4,1997,4,6,0.25,"人民日报社家属区"
100053,58,2011,4,1985,3,6,0.5,"人民日报社家属区"
700054,74.97,3111,4,1985,1,6,0.333,"人民日报社家属区"
500055,44.04,1011,3,2005,3,18,0.25,"华贸国际公寓"
500056,69.12,1111,3,2005,4,18,0.25,"华贸国际公寓"
300057,88.53,2111,4,2005,4,13,0.5,"华贸国际公寓"
900058,93.26,2211,4,2005,4,15,0.5,"华贸国际公寓"
400059,53.42,1111,3,2005,3,18,0.143,"华贸国际公寓"
900060,53.4,1011,3,2005,4,18,0.143,"华贸国际公寓"
500061,62.61,1111,1,2001,4,28,0.2,"金台北街"
500062,148.2,3212,1,2003,1,29,0.375,"三丰里小区"
100063,141.6,3212,4,1995,4,6,0.5,"万达广场公寓"
600064,108,3211,4,1995,1,6,0.5,"万达广场公寓"
400065,141.4,3212,4,1995,3,6,0.5,"万达广场公寓"
200066,138,2212,3,2001,1,14,0.5,"万达广场公寓"
900067,109,3211,4,1995,1,6,0.5,"万达广场公寓"
500068,246.31,6313,4,1995,1,6,0.5,"万达广场公寓"
600069,170,3212,3,2001,4,14,0.5,"万达广场公寓"
800070,141,3212,4,1995,4,6,0.5,"万达广场公寓"
700071,108.97,3212,4,1995,1,6,0.5,"万达广场公寓"
600072,109,3211,4,1995,4,6,0.5,"万达广场公寓"
800073,33.48,1011,1,2002,1,24,0.231,"呼家楼北街"
900074,88.22,2111,1,2002,4,24,0.25,"呼家楼北街"
100075,56.85,1011,3,2008,4,24,0.16,"富力城B区"
700076,74.5,1011,3,2008,4,24,0.16,"富力城B区"
200077,58.24,1011,3,2008,3,24,0.16,"富力城B区"
800078,58,1011,3,2008,4,24,0.16,"富力城B区"
300079,132,3212,4,2006,1,6,0.5,"富力城C区"
900080,97,2111,4,2003,4,6,0.5,"富力城C区"
100081,89.02,2211,4,2007,4,6,0.5,"富力城C区"
900082,138.61,3112,4,2003,3,6,0.5,"富力城C区"
800083,63,1111,4,2003,1,6,0.333,"富力城C区"
700084,93.5,2211,3,2007,4,11,0.333,"十里堡北里"
800085,104.87,2111,3,2005,4,18,0.25,"红庙北里"
400086,49.68,1111,4,1999,3,7,0.5,"红庙北里"
300087,140,3212,4,2009,1,8,0.5,"SOHO现代城"
100088,85,2111,4,2009,3,17,0.5,"SOHO现代城"
300089,85,2111,4,2010,1,21,0.667,"SOHO现代城"
300090,158,4213,4,2010,4,6,0.5,"SOHO现代城"
100091,89,3111,4,2009,3,17,0.667,"SOHO现代城"
900092,196.37,4213,4,2009,4,8,0.5,"SOHO现代城"
100093,159,4312,4,2009,4,8,0.5,"SOHO现代城"
900094,89,3111,4,2010,4,18,0.667,"SOHO现代城"
200095,89,3211,4,2010,1,18,0.667,"SOHO现代城"
700096,80,2111,4,2010,4,20,0.5,"SOHO现代城"
400097,89,3211,4,2010,4,18,0.667,"SOHO现代城"
800098,158,3112,4,2009,4,8,0.5,"SOHO现代城"
100099,85,2111,4,2010,4,18,0.667,"SOHO现代城"
500100,89,3111,4,2009,4,17,0.667,"SOHO现代城"
700101,53.8,1111,4,2009,1,17,0.5,"SOHO现代城"
100102,85,2111,4,2009,4,17,0.5,"SOHO现代城"
600103,41.06,1111,1,1992,3,25,0.222,"合生国际花园"
900104,40.89,1011,1,1992,1,25,0.222,"合生国际花园"
900105,41.06,1111,1,1992,3,25,0.222,"合生国际花园"
200106,40.8,1111,1,1992,3,22,0.222,"合生国际花园"
100107,62.52,2111,1,1992,4,25,0.222,"合生国际花园"
700108,86,2111,4,2012,2,16,0.667,"金台里"
200109,118,3212,4,2012,2,9,0.333,"金台里"
700110,118.19,3212,4,2012,4,15,0.667,"金台里"
200111,118,3212,4,2012,2,15,0.667,"金台里"
100112,131.99,3212,4,2012,2,11,0.5,"金台里"
200113,119,3212,4,2013,4,16,0.667,"金台里"
700114,131.17,3112,4,1999,3,6,0.5,"富力城A区"
800115,34.06,1011,4,1999,4,6,0.25,"富力城A区"
500116,34.06,1011,4,1999,1,6,0.25,"富力城A区"
200117,35.44,1011,4,1999,3,6,0.25,"富力城A区"
400118,35.44,1000,4,1999,3,6,0.25,"富力城A区"
600119,36,1011,4,1999,4,6,0.25,"富力城A区"
600120,95.94,2211,4,1999,3,6,0.5,"富力城A区"
700121,87.2,2111,3,2008,4,20,0.5,"慈云寺"
500122,52.88,2111,4,1983,3,5,0.333,"富力城D区"
400123,54.01,3111,4,1983,4,5,0.333,"富力城D区"
100124,67.14,2111,4,1997,3,6,0.5,"富力城D区"
700125,51.14,1111,1,1999,3,18,0.167,"富力城D区"
600126,54.4,1111,1,2002,4,18,0.167,"富力城D区"
700127,118.71,3212,4,1998,3,6,0.5,"富力城D区"
200128,63.24,2111,1,1997,3,18,0.2,"富力城D区"
500129,96.42,3111,1,2002,3,18,0.167,"富力城D区"
400130,94.78,2211,4,2002,3,6,0.5,"富力城D区"
800131,78.76,3111,4,1988,3,6,0.333,"富力城D区"
300132,44.98,1011,3,2011,1,13,0.222,"朝阳园"
200133,142.14,3212,4,2005,1,12,0.5,"国美第一城院"
500134,55.95,2111,1,1992,4,18,0.125,"和里九区"
900135,37.95,1111,4,1988,3,6,0.167,"林调社区"
100136,71.25,2111,1,2010,4,29,0.286,"青年湖南里"
900137,135,3212,1,1999,3,18,0.333,"泰利明苑"
500138,30.19,1111,4,1988,3,7,0.25,"安外西河沿"
700139,91.74,2111,3,2008,3,10,0.022,"德胜置业"
500140,61.87,1111,3,1998,3,8,0.167,"和泰园"
600141,41.7,1111,1,2004,4,19,0.273,"凯景铭座"
200142,58,2111,1,1989,4,14,0.286,"康鸿家园"
600143,51.41,2111,4,1980,3,6,0.333,"外馆西街"
900144,57.68,2111,4,1980,4,6,0.5,"安华里二区"
300145,54.5,2111,4,1980,4,6,0.2,"安华里二区"
900146,54,2111,4,1985,4,5,0.333,"地兴居"
800147,50.2,2111,4,1985,3,5,0.333,"地兴居"
100148,69.8,2111,4,1998,3,6,0.5,"安馨园"
400149,177,4113,4,2005,1,5,0.5,"豪威家园"
500150,66.22,2111,4,1965,3,5,0.333,"华府景园"
200151,64,2111,4,1964,4,5,0.333,"华府景园"
700152,61,2111,4,1964,3,5,0.333,"华府景园"
300153,60.64,2111,4,1992,4,6,0.5,"六铺炕"
600154,81.14,3111,4,1989,4,6,0.333,"六铺炕"
700155,64.78,1111,3,2005,3,24,0.25,"禄米仓胡同院"
300156,59.6,2111,4,1987,3,6,0.5,"青年湖东里"
200157,45.4,1111,4,1987,3,6,0.5,"青年湖东里"
200158,45.4,1111,4,1987,3,6,0.5,"青年湖东里"
600159,62.39,2111,4,1988,3,6,0.333,"安外花园"
600160,61.39,2111,4,1988,4,6,0.333,"安外花园"
300161,49.9,2111,4,1985,3,5,0.333,"光熙家园二期"
400162,49.36,1111,4,1992,4,6,0.031,"青年湖北里"
700163,50,2111,4,1979,2,6,0.333,"青年湖北里"
400164,47.8,1111,4,1992,3,6,0.029,"青年湖北里"
600165,47.8,1111,4,1993,3,6,0.03,"青年湖北里"
700166,65.5,3212,4,2002,4,6,0.5,"安华里三区"
700167,54.7,1111,4,2002,4,6,0.5,"安华里三区"
700168,58.2,2111,4,1998,4,6,0.333,"安华里三区"
100169,53.48,1111,3,2006,3,15,0.2,"京宝花园"
800170,53.48,1111,3,2006,3,15,0.2,"京宝花园"
700171,73.64,2111,3,2006,3,15,0.2,"京宝花园"
800172,72.93,2111,3,2006,3,15,0.2,"京宝花园"
400173,53.48,1111,3,2006,3,15,0.2,"京宝花园"
400174,244.77,4213,3,1995,4,14,0.333,"青年沟院"
700175,54.89,1111,4,1990,3,6,0.333,"和街八区"
900176,42.6,1111,4,1990,4,6,0.333,"甘水桥"
500177,42.06,1111,4,1990,3,6,0.333,"甘水桥"
700178,62.66,2111,4,1996,3,6,0.5,"交林"
100179,44.94,1111,4,1996,3,6,0.333,"交林"
500180,94.71,2211,4,2001,3,6,0.5,"惠新北里"
700181,46.45,1111,1,1985,4,16,0.25,"上龙西里"
400182,63.16,2111,1,1985,4,16,0.25,"上龙西里"
500183,89.65,3111,1,1985,4,16,0.25,"上龙西里"
100184,39,1111,1,1985,1,16,0.25,"上龙西里"
300185,109.25,2111,3,2006,4,18,0.667,"和里三区"
700186,56.4,2111,4,1981,3,5,0.333,"季景沁园"
700187,53.4,2111,4,1980,3,5,0.333,"季景沁园"
400188,95.08,2111,4,2001,4,6,0.333,"和街十三区"
100189,62.71,1011,3,2007,4,16,0.4,"皇姑坟小区"
900190,57.94,1011,3,2004,3,18,0.161,"安德里北街院"
900191,45.38,1011,3,2004,3,18,0.161,"安德里北街院"
400192,57.94,1011,3,2004,4,18,0.161,"安德里北街院"
100193,73,2111,3,1990,3,11,0.125,"安华里一区"
200194,46.6,1111,3,1988,3,12,0.111,"安华里一区"
500195,47.08,1111,3,1988,3,12,0.111,"安华里一区"
700196,119.3,2112,3,2002,4,14,0.25,"安华西里二区"
800197,125,2212,3,2002,4,14,0.25,"安华西里二区"
400198,65.3,1111,3,2002,4,13,0.222,"安华西里二区"
400199,77.3,3111,3,1989,1,9,0.333,"都市心海岸"
100200,52.4,2111,4,1985,4,6,0.5,"世纪嘉园"
900201,135.52,3212,4,2006,4,7,0.5,"安华里四区"
700202,154,3212,3,2007,4,15,0.5,"安华里四区"
200203,155,3212,3,2008,4,11,0.5,"安华里四区"
600204,86.12,1111,3,2008,1,15,0.333,"安华里四区"
500205,57.77,2111,4,1995,3,6,0.5,"安华里五区"
300206,65.18,2111,4,1995,3,6,0.5,"安华里五区"
100207,61.97,2111,4,1995,4,6,0.5,"安华里五区"
400208,62.17,2111,1,1992,1,16,0.286,"安华里五区"
600209,57.82,2111,4,1995,4,6,0.5,"安华里五区"
700210,135.56,3211,1,2002,4,24,0.375,"工体南路"
100211,73,2111,1,1994,3,20,0.2,"和街十二区"
500212,60.41,2111,4,1993,4,6,0.333,"和街十二区"
100213,76.32,2111,1,1996,3,20,0.25,"和街十二区"
700214,43,1111,1,1993,3,18,0.222,"安德路院"
300215,68.88,3011,3,1989,2,16,0.167,"安德路院"
200216,65.21,2111,1,1993,4,18,0.222,"安德路院"
800217,68.48,3111,1,1994,4,14,0.143,"安德路院"
500218,64.46,2111,1,1984,4,14,0.143,"安德路院"
900219,62,2111,1,1993,4,18,0.222,"安德路院"
300220,81.67,3111,1,1993,4,18,0.222,"安德路院"
500221,81.27,3111,1,1993,3,18,0.222,"安德路院"
600222,41.67,1111,1,1993,3,18,0.222,"安德路院"
700223,56.77,2111,4,1993,2,6,0.333,"安德路院"
300224,43.47,1111,1,1993,4,18,0.222,"安德路院"
200225,56.77,2111,4,1993,3,6,0.333,"安德路院"
100226,77.36,2211,4,1992,3,6,0.036,"国典华园"
300227,54,1111,4,1992,1,6,0.25,"国典华园"
200228,55.25,2111,4,1979,4,6,0.333,"安德路"
400229,63.9,2111,4,1984,4,12,0.25,"安德路"
100230,64.29,2111,4,1979,4,5,0.333,"安德路"
900231,137.11,3212,1,2000,3,26,0.4,"民旺园"
500232,133.09,3212,1,1999,4,22,0.25,"民旺园"
600233,51,1111,1,1995,4,16,0.25,"胜古北里"
800234,58.4,2111,1,1995,4,16,0.25,"胜古北里"
600235,157.26,3212,1,2003,4,26,0.5,"安慧东里"
300236,70,2111,1,2003,3,19,0.25,"胜古南里"
900237,69.56,2111,1,2003,4,22,0.25,"胜古南里"
700238,73.64,2111,1,2005,3,19,0.25,"胜古南里"
400239,95,2212,4,2004,4,6,0.5,"安苑北里"
100240,68.83,2111,4,2000,3,6,0.5,"南湖渠西里"
700241,160,3312,4,2009,4,6,0.5,"静安里"
500242,54.41,1111,1,2004,4,19,0.125,"铭科苑"
200243,36,1011,1,2009,1,21,0.158,"安贞里"
700244,65,2111,1,2009,4,21,0.2,"安贞里"
100245,104.69,3111,4,2003,3,6,0.5,"华严北里院"
300246,140.56,3112,4,2003,4,6,0.5,"华严北里院"
300247,97.89,2111,1,2005,4,28,0.3,"六铺炕二区"
400248,86.44,2111,3,2012,4,13,0.333,"惠新里小区"
400249,74,2211,3,2008,1,11,0.333,"双龙南里"
600250,45.9,1111,3,1995,3,14,0.133,"柳芳南里"
100251,62.11,2111,4,1993,3,6,0.25,"安华西里一区"
300252,46.25,1111,4,1995,3,6,0.333,"安华西里一区"
800253,58.65,2111,4,1995,3,6,0.333,"安华西里一区"
900254,74.52,2111,1,1995,3,16,0.154,"安华西里一区"
900255,54.12,1111,4,1993,3,6,0.167,"安华西里一区"
900256,46.25,1111,4,1995,2,6,0.333,"安华西里一区"
700257,98.11,3111,4,1995,3,16,0.158,"安华西里一区"
700258,59.25,1211,4,1993,4,6,0.25,"安华西里一区"
100259,69.76,2111,1,1990,3,21,0.25,"融泽嘉园"
300260,133.2,4112,1,1998,1,26,0.25,"安贞西里"
700261,89.48,2111,1,1997,3,26,0.25,"安贞西里"
300262,54.61,2111,4,1992,1,6,0.5,"天通西苑二区"
200263,86.44,2111,4,2002,4,13,0.333,"翠成馨园"
100264,56.76,1011,3,2007,4,26,0.214,"天通苑东一区"
700265,53.78,2111,1,1992,3,18,0.25,"水利局一处宿舍"
100266,156.88,3212,3,2002,1,18,0.667,"花园楼"
200267,183.14,4213,4,2001,3,17,0.667,"陶瓷厂宿舍"
500268,152.08,3212,4,2001,4,17,0.667,"陶瓷厂宿舍"
900269,65.77,2111,3,1992,4,9,0.071,"温泉老年病医院宿舍"
700270,65.04,3111,4,1980,3,5,0.5,"安宁庄东路院"
100271,86.8,2111,3,2000,1,14,0.133,"清秀阁"
400272,61.1,2111,3,1982,3,12,0.25,"地壳所"
400273,50.5,2111,3,1982,3,12,0.25,"地壳所"
600274,50.9,2111,4,1982,3,6,0.5,"动力厂宿舍"
200275,138.01,3212,4,2000,3,7,0.5,"金达园"
800276,93.08,2211,3,2003,1,26,0.25,"毛纺住宅北小区"
200277,77.67,2111,1,2003,4,26,0.25,"毛纺住宅北小区"
400278,55.52,1111,1,2003,4,26,0.25,"毛纺住宅北小区"
300279,90.67,2211,1,2000,4,26,0.25,"毛纺住宅北小区"
400280,91.31,2111,1,2000,4,26,0.25,"毛纺住宅北小区"
200281,59.6,2111,4,1987,2,5,0.333,"天秀花园澄秀园"
800282,66.53,1111,3,2003,4,21,0.4,"海清园"
500283,141.19,3212,3,2005,4,18,0.667,"龙兴园中区"
200284,61.79,2111,4,1983,4,6,0.333,"安宁里"
100285,36,1011,4,1983,4,6,0.2,"安宁里"
400286,57.34,2111,4,1985,3,6,0.333,"安宁里"
100287,42.15,1111,4,1983,3,6,0.333,"安宁里"
600288,40.03,1101,4,1985,3,6,0.333,"安宁里"
700289,48.64,2111,4,1982,3,6,0.333,"安宁佳园"
300290,49.69,2111,4,1983,2,6,0.5,"安宁佳园"
700291,49.18,2111,4,1983,3,6,0.333,"安宁佳园"
900292,71.1,3111,4,1980,4,6,0.5,"安宁佳园"
100293,61.4,2111,4,1987,2,7,0.5,"安宁佳园"
100294,42.38,1111,4,1983,1,6,0.333,"安宁佳园"
400295,49.72,2111,4,1983,3,5,0.333,"安宁佳园"
300296,67,3111,4,1980,1,6,0.5,"安宁佳园"
800297,77.43,1211,1,2005,1,16,0.25,"安宁里南区"
400298,66.61,1111,1,2005,3,16,0.25,"安宁里南区"
100299,134,3212,4,2005,2,11,0.333,"安宁里南区"
300300,61,1111,1,2005,4,16,0.25,"安宁里南区"
800301,93.65,1111,4,2006,3,11,0.2,"安宁里南区"
900302,160.62,1001,4,2006,3,11,0.2,"安宁里南区"
500303,99.36,2101,4,2006,3,17,0.2,"安宁里南区"
300304,123.88,3111,4,2006,3,11,0.2,"安宁里南区"
500305,113.72,1101,4,2006,3,14,0.222,"安宁里南区"
400306,152.3,3111,4,2006,1,17,0.2,"安宁里南区"
100307,90,2111,4,2000,4,5,0.5,"金榜园"
200308,85.27,2111,1,2000,4,24,0.25,"金榜园"
400309,89.49,2111,1,2004,1,27,0.267,"铭科苑"
700310,64.3,1111,3,1999,4,15,0.167,"安慧北里逸园"
500311,58.98,2111,4,2003,3,6,0.5,"清景园"
900312,92.25,2111,1,2005,4,21,0.273,"百旺新城"
900313,71.42,1211,1,2005,1,21,0.25,"百旺新城"
300314,71.53,2111,1,2005,4,21,0.25,"百旺新城"
100315,42,3111,4,1991,3,6,0.5,"清上园"
600316,59.08,2111,4,1991,4,6,0.5,"清上园"
200317,53.51,2111,4,1999,3,6,0.5,"清上园"
700318,57.97,2111,4,1991,4,6,0.333,"清上园"
300319,81.08,3111,3,1997,4,12,0.136,"毛纺厂南小区"
700320,136,3212,4,2014,1,25,1,"莱圳家园"
800321,62.65,2111,4,1992,4,6,0.5,"胜古誉园"
600322,69.2,2111,4,1980,3,12,0.25,"外馆东街院"
100323,56.09,2111,4,1988,3,6,0.2,"安圣苑"
200324,105.33,3111,4,1998,4,6,0.5,"东公街院"
700325,73,1111,1,2003,4,17,0.25,"凯景铭座"
700326,136,2212,4,2006,4,4,0.071,"瑞士公寓"
800327,54.5,2111,4,1980,3,6,0.333,"外馆西街"
200328,57.86,2111,4,1980,3,6,0.5,"安华里二区"
300329,90.7,2111,4,2005,3,6,0.333,"安外大街院"
300330,59.53,1111,3,2004,4,14,1,"安外大街院"
800331,61.91,1111,3,2004,4,14,0.333,"安外大街院"
800332,60.44,2111,4,1985,3,6,0.333,"和里中街"
700333,59.21,2111,4,1985,4,6,0.333,"和里中街"
700334,74.45,2111,3,2004,4,13,0.136,"安贞苑院"
100335,66,1111,1,2009,4,28,0.333,"和里四区"
200336,86.76,2211,4,2011,2,16,0.5,"深房大厦"
800337,95.22,2112,4,2011,2,12,0.5,"深房大厦"
700338,66.23,1111,4,2011,2,16,0.5,"深房大厦"
100339,50,2111,4,1986,4,6,0.333,"健翔国际公寓"
100340,130.06,3212,3,2004,4,9,0.5,"青年沟"
600341,115.9,2212,4,2004,1,9,0.5,"青年沟"
800342,116.01,2212,3,2004,4,9,0.5,"青年沟"
700343,88.01,1111,3,2004,4,9,0.333,"青年沟"
800344,70,1111,4,2004,3,9,0.333,"青年沟"
500345,69.5,2111,4,2000,1,6,0.5,"安华里三区"
200346,66.8,2111,4,2002,4,6,0.5,"安华里三区"
700347,65,1011,1,2008,3,24,0.346,"和里东街院"
200348,143.71,2111,1,2008,3,24,0.346,"和里东街院"
500349,131.4,3212,4,2003,3,6,0.333,"安外东河沿"
600350,89.72,2211,4,2003,4,6,0.5,"安外东河沿"
700351,58.32,2111,4,1990,4,6,0.5,"甘水桥"
200352,68,3111,1,1988,3,13,0.25,"甘水桥"
300353,67.57,3111,1,1988,3,13,0.25,"甘水桥"
100354,66.69,3111,3,1990,4,13,0.25,"甘水桥"
800355,67.51,3111,4,1984,1,6,0.5,"和街十区"
400356,70.68,3111,3,1980,3,12,0.25,"和街十区"
300357,54.56,2111,4,1985,3,6,0.5,"和街十区"
600358,50.92,2111,4,1987,4,6,0.333,"和街十区"
800359,62.13,2111,4,1996,3,6,0.5,"交林"
400360,44.94,1111,4,1996,3,6,0.333,"交林"
300361,112,2111,3,2004,4,9,0.5,"鼓楼外大街"
700362,44.64,1111,1,1994,4,18,0.25,"和街十四区"
800363,43.3,1111,1,1994,3,18,0.25,"和街十四区"
700364,78,1211,4,2006,4,15,0.333,"和里三区"
100365,139.43,3212,4,2006,4,11,0.5,"和里三区"
600366,91.67,2111,4,2001,4,6,0.5,"和街十三区"
900367,75.27,2111,4,2001,3,7,0.5,"和街十三区"
600368,79,2111,1,2007,4,16,0.286,"皇姑坟小区"
100369,63.18,1011,3,2007,4,16,0.4,"皇姑坟小区"
200370,110,2111,3,2007,4,16,0.333,"皇姑坟小区"
100371,62.6,2111,1,1995,3,16,0.25,"民安小区东直门内北小街"
700372,52.08,1111,3,1992,3,13,0.118,"和里七区"
500373,46.8,1111,3,1992,3,13,0.118,"和里七区"
200374,64.1,2111,3,1992,3,13,0.118,"和里七区"
300375,71.46,2111,4,1992,4,16,0.15,"和里七区"
400376,82.45,3111,4,1992,3,16,0.15,"和里七区"
900377,75.21,2111,4,1992,4,16,0.158,"和里七区"
200378,65.96,2111,4,1991,3,6,0.5,"和里七区"
200379,67.81,2111,4,1992,3,16,0.231,"和里七区"
200380,159.39,3212,4,2001,4,14,1,"望馨花园"
500381,79.92,3111,3,1989,1,12,0.2,"安华里一区"
700382,70.54,3111,4,2004,3,5,0.333,"安华里一区"
600383,70.54,3111,4,2004,4,5,0.333,"安华里一区"
400384,57.27,2111,3,1989,4,12,0.167,"安华里一区"
600385,64.74,2111,3,1988,3,12,0.25,"安华里一区"
800386,44.14,1111,3,1988,3,12,0.25,"安华里一区"
400387,44.14,1111,3,1988,4,12,0.25,"安华里一区"
100388,104.59,2211,3,2002,1,14,0.333,"安华西里二区"
800389,125,2212,3,2002,4,14,0.25,"安华西里二区"
700390,63.46,1111,3,2002,4,14,0.333,"安华西里二区"
600391,106.28,2111,3,2002,3,14,0.25,"安华西里二区"
400392,59.56,1111,1,2002,4,22,0.231,"安华西里二区"
300393,68,3111,4,1985,1,6,0.5,"六铺炕三区"
100394,53.66,2111,4,1982,1,6,0.333,"六铺炕三区"
400395,86.79,2111,4,2008,4,6,0.333,"千鹤家园"
800396,90.36,2111,4,2008,1,6,0.333,"千鹤家园"
200397,90.44,2111,4,2008,3,6,0.5,"千鹤家园"
500398,74.06,1111,1,2010,4,22,0.286,"安华西里三区"
800399,74,2111,1,2010,4,22,0.286,"安华西里三区"
500400,74,2111,1,2010,4,22,0.286,"安华西里三区"
600401,74.06,1111,1,2010,4,22,0.286,"安华西里三区"
600402,74.36,1111,1,2010,4,22,0.286,"安华西里三区"
300403,74.06,2111,1,2010,4,22,0.286,"安华西里三区"
600404,74.06,1111,1,2010,1,22,0.286,"安华西里三区"
100405,44.48,1111,4,2004,4,15,0.25,"东土城路院"
400406,94.95,3111,4,2004,4,11,0.5,"东土城路院"
600407,90.87,2211,4,2004,3,6,0.5,"胜古家园"
300408,77.55,2111,3,2004,4,9,0.333,"胜古家园"
600409,150.79,3112,3,2008,3,11,0.5,"安华里四区"
500410,60,2111,4,1995,3,6,0.5,"安华里五区"
100411,72.6,2111,4,1994,1,6,0.333,"安华里五区"
500412,55.52,2111,4,1994,4,6,0.5,"安华里五区"
800413,117,3111,1,1999,4,24,0.3,"汇鸿家园"
800414,37.64,1111,4,1980,4,5,0.333,"国典华园"
500415,67.55,3111,4,1980,4,5,0.333,"国典华园"
300416,37.64,1111,4,1980,3,5,0.333,"国典华园"
900417,70,2111,4,1996,1,6,0.5,"安慧里三区"
900418,41.37,1111,3,1989,4,16,0.286,"和街十一区"
400419,85.73,3111,3,1989,3,16,0.286,"和街十一区"
600420,40.98,2011,4,1975,3,5,0.333,"和街十一区"
900421,55.8,2111,4,1983,3,5,0.333,"和街十一区"
400422,53.82,2111,3,1989,3,16,0.286,"和街十一区"
900423,59.03,2111,4,1986,3,5,0.333,"和街十一区"
500424,61.9,2111,4,1989,3,6,0.333,"胜古北里"
200425,84.83,3111,1,2003,3,21,0.25,"胜古南里"
400426,84.82,3111,1,2003,4,22,0.25,"胜古南里"
400427,85.85,3111,1,2003,3,21,0.25,"胜古南里"
900428,185.86,5313,4,2005,1,11,0.5,"安苑北里"
800429,57,2111,4,2005,4,6,0.5,"安苑北里"
300430,57.3,2111,4,1986,3,6,0.5,"花家地西里二区"
800431,50.68,1011,3,2004,4,12,0.222,"世纪村东区"
600432,92,2111,4,2012,1,23,0.5,"保利金泉"
100433,56.45,1111,4,1997,3,6,0.25,"华亭嘉园"
700434,120.52,2212,1,2002,4,30,0.375,"交道口东大街"
800435,80,2111,1,2003,4,18,0.2,"松榆里"
400436,74,2111,4,2008,4,18,0.667,"和街十五区院"
500437,74,2111,4,2008,4,18,0.667,"和街十五区院"
800438,108.81,2212,1,2007,4,32,0.667,"豆瓣胡同"
100439,93,2111,1,2010,4,21,0.158,"安贞里"
900440,59.64,1111,1,2010,1,21,0.158,"安贞里"
500441,92.8,2111,1,2009,1,21,0.158,"安贞里"
100442,92.48,2111,1,2010,1,21,0.158,"安贞里"
100443,43,1011,1,2010,1,21,0.158,"安贞里"
400444,85.89,2111,1,2009,1,21,0.2,"安贞里"
600445,59.64,1111,1,2010,4,21,0.158,"安贞里"
700446,65.58,1111,1,2010,4,21,0.158,"安贞里"
800447,62.49,1111,1,2010,4,21,0.158,"安贞里"
800448,58.23,1111,1,2010,4,21,0.158,"安贞里"
