"r$house.id","r$square","house_type.id","buildingType","constructionTime","renovationCondition","floor","ladderRatio","as.character(r$cjxiaoqu)"
810047,31.87,1112,1,2004,1,20,0.103,"北京像素北区"
910048,28.28,1111,1,2005,4,10,0.077,"北京像素北区"
610049,25.6,1011,1,2006,3,26,0.111,"北京像素北区"
210050,24.48,1011,1,2006,4,26,0.111,"北京像素北区"
710051,19.16,1001,1,2006,3,26,0.111,"北京像素北区"
110052,37.72,1111,1,2008,3,20,0.143,"北京像素北区"
110053,25.71,1011,1,2006,3,26,0.111,"北京像素北区"
910054,23.8,1011,1,2006,4,26,0.111,"北京像素北区"
310055,100,2111,3,1995,1,8,0.154,"茶贸国际中心"
410056,83,4212,4,2008,4,9,0.333,"车站西街"
410057,49.41,2111,4,1979,3,6,0.25,"广安门外南街院"
810058,56.34,2111,4,1960,3,5,0.333,"广外大街"
610059,61.21,2111,3,1990,3,10,0.5,"汇融国际"
910060,99.5,3111,4,1958,3,5,0.333,"马连道北里"
610061,70.7,2111,1,1986,3,19,0.167,"马连道东街"
810062,170,4212,4,2005,4,5,0.5,"手帕口南街院"
510063,115.14,1111,3,2007,1,22,0.4,"广外南街院"
510064,126.54,1000,3,2007,3,22,0.4,"广外南街院"
410065,57.45,2111,4,1985,4,6,0.5,"红居街院"
810066,58.03,2111,4,1984,4,6,0.5,"红居街院"
110067,113.27,2112,4,2005,4,12,0.5,"南滨河路"
410068,152,3212,4,2005,4,12,0.5,"南滨河路"
310069,99,2111,1,2000,4,21,0.25,"三路居路院"
210070,92.9,3111,4,1960,3,5,0.333,"三义里"
210071,49,2111,4,1972,3,3,0.333,"三义里"
210072,71.17,1111,3,2000,4,16,0.182,"手帕口南街"
410073,99.99,2111,3,2000,3,16,0.2,"手帕口南街"
110074,67.5,2110,4,1994,4,5,0.5,"手帕口西一巷"
310075,70,1111,1,2013,1,22,0.4,"半步桥院"
710076,147.54,3212,4,2008,3,9,0.5,"风荷曲苑"
810077,104.11,2111,1,2001,3,22,0.25,"广安门外车站东街"
310078,58.66,2111,4,1982,4,6,0.333,"广安苑二期"
510079,58.66,3111,4,1982,3,6,0.333,"广安苑二期"
610080,55.36,2111,4,1982,4,6,0.2,"广安苑二期"
610081,40,1111,4,1978,3,6,0.333,"马连道中街"
410082,55.4,2111,4,1982,4,6,0.333,"马连道中街"
610083,64.33,2111,3,1982,3,14,0.143,"白菜湾社区"
610084,70.64,2111,3,1982,4,14,0.143,"白菜湾社区"
610085,64.33,2111,3,1982,2,14,0.143,"白菜湾社区"
210086,77.96,3111,4,1999,3,6,0.5,"菜户营甲院"
410087,65.3,2111,4,1987,4,6,0.333,"菜户营甲院"
310088,32.21,1011,4,1988,3,5,0.333,"椿树馆街院"
610089,91.67,3111,4,1988,3,5,0.333,"椿树馆街院"
810090,156.7,3212,3,2003,4,25,0.5,"广安门外大街"
210091,108,2211,3,2003,4,25,0.5,"广安门外大街"
210092,108.14,2112,3,2003,4,25,0.5,"广安门外大街"
710093,93.09,1112,4,2002,4,19,0.125,"红莲北里院"
510094,124.6,3212,1,2002,3,24,0.5,"嘉莲苑"
710095,103.2,2111,1,1999,4,22,0.25,"建茗苑"
710096,103.91,2211,1,1999,3,22,0.25,"建茗苑"
110097,115.45,2211,1,1999,3,22,0.25,"建茗苑"
210098,83.49,3111,1,1990,3,18,0.222,"丽阳四季"
610099,76,3111,1,1980,4,16,0.333,"丽阳四季"
410100,75.61,3111,1,1980,4,16,0.333,"丽阳四季"
410101,234.5,4212,3,2008,4,25,0.667,"白菜湾四巷院"
910102,72,1111,3,2008,4,25,0.667,"白菜湾四巷院"
910103,147.8,2112,3,2008,4,25,0.667,"白菜湾四巷院"
510104,163.65,3212,3,2008,4,20,0.667,"白菜湾四巷院"
210105,240.52,4214,3,2008,4,25,0.667,"白菜湾四巷院"
210106,108,3211,4,2002,3,7,0.5,"红居南街"
710107,76.44,1111,4,2002,4,7,0.333,"红居南街"
410108,145,3212,4,2004,3,17,0.5,"立恒名苑"
210109,120,2212,4,2004,3,14,0.5,"立恒名苑"
610110,139.03,3212,3,2004,4,18,0.333,"立恒名苑"
610111,108.22,2112,3,2004,3,15,1.5,"立恒名苑"
110112,74.19,3111,4,1995,3,7,0.5,"水泥厂宿舍楼"
210113,44.93,1111,4,1995,3,7,0.5,"水泥厂宿舍楼"
210114,44.93,1111,4,1995,4,7,0.5,"水泥厂宿舍楼"
710115,57.18,2111,4,1995,4,7,0.5,"水泥厂宿舍楼"
710116,59.58,2111,4,1995,4,7,0.5,"水泥厂宿舍楼"
710117,120.75,3212,4,2004,3,6,0.5,"威尔夏大道"
910118,89.09,2111,4,2004,4,6,0.5,"威尔夏大道"
910119,103,2211,3,2006,4,24,0.333,"车站东街院"
810120,134,3212,3,2006,1,28,0.333,"车站东街院"
210121,93.11,3111,3,2006,3,28,0.333,"车站东街院"
910122,136,3211,3,2006,4,28,0.333,"车站东街院"
310123,124.88,3211,3,2006,4,28,0.5,"车站东街院"
410124,200.88,3112,1,2000,3,14,0.4,"第三区"
610125,54.41,2111,4,1984,3,6,0.5,"红居南街院"
410126,62.75,3011,4,1984,3,6,0.333,"红居南街院"
410127,54.41,2111,4,1984,4,6,0.333,"红居南街院"
210128,52.93,2111,4,1988,1,6,0.25,"红居南街院"
410129,45.26,1111,4,1988,3,6,0.25,"红居南街院"
410130,65,1111,4,2005,3,6,0.333,"康乐里小区"
910131,113,3112,4,2014,4,6,0.5,"米兰花园"
710132,91.71,2211,4,2014,3,6,0.333,"米兰花园"
310133,40,1111,4,1992,3,6,0.333,"天宁寺西里"
110134,63.76,2111,4,1994,4,6,0.333,"天宁寺西里"
310135,61.2,2111,4,1989,1,6,0.333,"天宁寺西里"
210136,80.42,3111,4,1994,3,6,0.333,"天宁寺西里"
910137,65.24,2111,4,1992,4,6,0.333,"天宁寺西里"
810138,68.58,2211,4,1984,4,6,0.333,"天宁寺西里"
710139,37.62,1111,4,1986,4,6,0.333,"万泉寺南里"
110140,59.5,2111,4,1986,4,5,0.333,"万泉寺南里"
110141,98.97,2111,4,2006,4,12,0.5,"大红门东门里"
310142,99.3,2111,4,2006,4,12,0.5,"大红门东门里"
710143,65.47,2111,4,1999,4,6,0.5,"恒昌花园"
610144,63.84,2111,4,1999,4,6,0.5,"恒昌花园"
510145,65.47,2111,4,1999,3,6,0.5,"恒昌花园"
810146,71.39,2111,4,1999,3,6,0.5,"恒昌花园"
310147,86,3111,4,1999,4,6,0.333,"恒昌花园"
110148,93,3211,4,2014,1,13,0.5,"红莲晴园"
910149,93,3111,4,2014,1,13,0.5,"红莲晴园"
910150,90,3211,4,2014,1,7,0.5,"红莲晴园"
310151,140,3111,4,2014,1,9,0.5,"红莲晴园"
910152,139.98,3212,4,2014,4,9,0.5,"红莲晴园"
110153,53.9,2111,4,1990,4,5,0.5,"金兴苑"
510154,42.4,1111,4,1985,3,6,0.333,"锦上国际公寓"
310155,138.63,3112,1,2000,1,28,0.333,"马连道路院"
710156,120.34,3212,3,2014,3,20,0.333,"龙城花园W区"
110157,92.22,2112,3,2014,2,11,0.5,"太里"
410158,113.9,3212,3,2014,4,11,0.5,"太里"
310159,104,2211,4,2007,4,9,0.5,"天宁寺前街北里"
710160,109.07,3213,4,2007,1,8,1,"天宁寺前街北里"
910161,91,2211,1,2007,4,21,0.286,"天宁寺前街北里"
510162,95,2111,1,2007,3,21,0.286,"天宁寺前街北里"
610163,90.1,2211,1,2007,4,21,0.286,"天宁寺前街北里"
210164,105,2211,1,2007,4,9,0.5,"天宁寺前街北里"
710165,80.14,2111,1,2000,3,25,0.25,"莲花池东路院"
410166,79.14,2211,1,2000,4,25,0.25,"莲花池东路院"
910167,65,2111,4,1996,1,6,0.5,"莲花池东路院"
610168,93.51,2211,4,2000,4,7,0.5,"莲花池东路院"
610169,110.67,2111,1,2000,4,25,0.3,"莲花池东路院"
410170,137.91,3212,4,2005,4,11,0.5,"南运巷"
510171,46.32,1111,4,1993,4,6,0.5,"清芷园"
410172,101.68,2212,3,2005,4,12,0.5,"尚西泊图"
910173,127.71,3212,4,2013,2,18,1,"手帕口北街"
810174,94,3111,4,2013,3,11,0.5,"手帕口北街"
310175,128,3212,4,2013,4,18,1,"手帕口北街"
910176,76,2111,3,2014,3,18,0.5,"手帕口北街"
210177,76,2111,3,2013,1,18,0.5,"手帕口北街"
110178,76.41,2111,3,2013,4,18,0.5,"手帕口北街"
710179,128.82,3212,4,1993,3,5,0.5,"天宁寺东里"
510180,59.6,2111,4,1997,4,6,0.5,"天宁寺东里"
610181,60.2,2111,4,1997,4,6,0.5,"天宁寺东里"
910182,96.7,2111,4,1994,1,6,0.5,"天宁寺东里"
310183,89.7,2212,4,1993,1,5,0.5,"天宁寺东里"
110184,60,2111,4,1997,3,6,0.5,"天宁寺东里"
210185,117,3212,4,1994,4,5,0.5,"天宁寺东里"
710186,88.43,2211,3,2012,4,20,0.5,"蝶翠华庭"
610187,101.47,3211,3,2011,4,21,0.5,"蝶翠华庭"
910188,92,2111,3,2012,4,20,0.5,"蝶翠华庭"
510189,83.45,2111,3,2011,4,27,0.5,"蝶翠华庭"
310190,86.99,2111,3,2011,4,27,0.5,"蝶翠华庭"
410191,126.81,2212,3,2011,4,21,0.5,"蝶翠华庭"
310192,92.18,2111,3,2011,2,27,0.5,"蝶翠华庭"
110193,149.5,3112,3,2011,2,27,0.4,"蝶翠华庭"
710194,148,3212,3,2012,2,26,0.667,"蝶翠华庭"
410195,77.61,1111,3,2011,4,26,0.5,"蝶翠华庭"
310196,105.46,2212,4,2006,4,22,0.5,"广安门内大街"
810197,89.11,2211,3,2008,4,14,0.25,"广安门外南街"
410198,40.4,1011,3,2008,4,14,0.5,"广安门外南街"
710199,40.4,1011,3,2008,4,14,0.5,"广安门外南街"
110200,89.28,2111,3,2008,4,14,0.5,"广安门外南街"
210201,46.8,1111,3,2008,4,14,0.333,"广安门外南街"
210202,90.55,2111,3,2008,4,14,0.333,"广安门外南街"
810203,89.26,2111,3,2008,1,14,0.5,"广安门外南街"
310204,88.22,2111,4,2004,4,11,0.5,"建国街二里"
410205,73.35,2111,1,2000,3,24,0.2,"三义东里"
610206,66.62,1111,1,2000,3,24,0.2,"三义东里"
810207,80.27,2111,1,2000,2,24,0.2,"三义东里"
410208,54.92,2111,4,1990,3,6,0.333,"城市经典"
310209,87,2111,4,2005,4,6,0.5,"广华轩"
310210,88,2111,4,2006,4,6,0.5,"广华轩"
810211,88,2111,4,2007,1,6,0.5,"广华轩"
110212,120.11,3212,4,2005,4,6,0.5,"广华轩"
910213,86.87,2111,4,2006,3,6,0.5,"广华轩"
410214,119,3112,4,2007,4,6,0.5,"广华轩"
910215,87.61,2111,4,2006,4,6,0.5,"广华轩"
310216,88,2111,4,2007,4,6,0.5,"广华轩"
210217,88,2111,4,2007,1,6,0.5,"广华轩"
110218,119,3111,4,2005,4,6,0.5,"广华轩"
510219,87.68,2111,4,2007,4,6,0.5,"广华轩"
610220,207.12,3112,1,2001,3,22,0.667,"会城门小区"
610221,38.1,1111,4,1990,4,5,0.333,"金泰城迷你"
410222,53.8,2111,4,1984,4,5,0.333,"金泰城迷你"
210223,68.8,3111,4,1986,3,5,0.333,"金泰城迷你"
910224,56,3111,4,1984,3,5,0.333,"金泰城迷你"
810225,101.34,2111,1,2004,3,26,0.25,"丽泽雅园"
610226,71.14,1111,1,2004,4,26,0.25,"丽泽雅园"
810227,71.4,1111,1,2004,4,26,0.25,"丽泽雅园"
710228,66,1111,1,1997,4,25,0.2,"东大街东里"
810229,38.73,1011,3,2007,3,9,0.167,"韩庄子三里"
810230,85,2111,4,2013,4,6,0.5,"乔建里"
410231,39.1,1111,4,1990,3,6,0.111,"格调"
610232,57.9,2111,4,1990,3,6,0.5,"格调"
210233,57.8,2111,4,1993,3,6,0.333,"格调"
310234,56.7,2111,4,1992,3,6,0.5,"格调"
310235,57.8,2111,4,1993,3,6,0.5,"格调"
610236,102.9,3111,4,1993,4,6,0.5,"格调"
510237,162,3212,3,2014,4,11,0.5,"国兴家园"
910238,70.06,2211,4,2006,3,14,0.5,"乐城"
510239,146.6,4212,4,2004,3,9,0.5,"乐城"
110240,98.43,2211,1,2004,3,24,0.25,"乐城"
110241,128.85,3212,4,2004,4,14,0.5,"乐城"
610242,208.58,5313,4,2004,3,11,0.5,"乐城"
610243,117.41,3111,1,2004,4,24,0.25,"乐城"
610244,112.8,3212,4,2006,4,14,0.5,"乐城"
910245,123.98,3112,4,2004,4,9,0.333,"乐城"
310246,53.34,2111,4,1985,4,6,0.5,"瑞丽江畔"
810247,72.49,2111,4,2003,3,6,0.333,"天伦北里"
110248,50.34,1111,4,2003,3,7,0.5,"天伦北里"
910249,60.03,2111,4,2002,1,6,0.5,"天伦北里"
810250,56.46,1111,4,2003,3,6,0.333,"天伦北里"
410251,71.17,2111,4,2003,1,6,0.333,"天伦北里"
310252,95.59,2211,4,1999,3,6,0.5,"天宁寺前街南里"
710253,104,2211,4,1999,4,6,0.5,"天宁寺前街南里"
610254,97.4,2211,4,2001,3,6,0.5,"天宁寺前街南里"
810255,140.87,3212,4,2001,3,6,0.5,"天宁寺前街南里"
910256,130,3211,4,1998,3,6,0.5,"天宁寺前街南里"
210257,115,3211,4,2000,3,6,0.5,"天宁寺前街南里"
610258,110,3211,4,1998,4,6,0.5,"天宁寺前街南里"
110259,128,3211,4,1998,3,6,0.5,"天宁寺前街南里"
810260,202,4212,4,2000,3,6,0.5,"天宁寺前街南里"
910261,63.28,1111,4,2000,4,6,0.5,"天宁寺前街南里"
410262,201.71,4212,4,2001,2,5,0.5,"天宁寺前街南里"
910263,182,3212,4,2002,4,6,0.5,"天宁寺前街南里"
510264,58.53,2011,3,1983,1,13,0.125,"常青藤嘉园"
210265,55.49,2011,4,1983,4,6,0.333,"常青藤嘉园"
110266,53.83,1111,4,1981,3,6,0.2,"常青藤嘉园"
610267,57.55,2111,3,1983,4,13,0.125,"常青藤嘉园"
710268,55.75,2111,4,1980,1,6,0.333,"常青藤嘉园"
810269,52.3,2111,4,1983,3,6,0.333,"常青藤嘉园"
210270,54.97,2011,4,1983,3,6,0.333,"常青藤嘉园"
710271,52,2011,1,1982,4,13,0.125,"常青藤嘉园"
810272,63,2111,3,1983,3,13,0.125,"常青藤嘉园"
410273,37.9,1111,4,1983,4,6,0.333,"常青藤嘉园"
810274,44.5,1111,3,1998,3,10,0.5,"建邦华府"
910275,74.95,2111,3,2003,4,16,1.5,"建功北里"
710276,74.38,2111,3,2006,3,15,1,"建功北里"
610277,76.63,2111,3,2006,3,16,1.5,"建功北里"
610278,76.42,2111,3,2006,4,16,1.5,"建功北里"
410279,49.56,1111,1,2010,4,28,0.25,"红莲北里"
410280,33,1111,1,2010,3,28,0.25,"红莲北里"
110281,49.56,1111,1,2010,3,28,0.25,"红莲北里"
210282,69.51,2111,3,2010,4,16,0.5,"红莲北里"
910283,51.61,1111,1,2010,3,28,0.25,"红莲北里"
110284,49.56,1111,1,2010,4,28,0.25,"红莲北里"
910285,49.56,1111,1,2010,3,28,0.25,"红莲北里"
810286,123,3212,4,2002,4,6,0.5,"铁二区"
410287,71,1111,4,2011,1,24,0.4,"橙色年代"
810288,59.9,2112,4,1987,3,7,0.5,"南线阁院"
410289,47.06,2111,4,1994,3,6,0.5,"丰体时代花园"
310290,73.26,1111,3,2007,4,22,0.357,"万润风景"
510291,92,2211,4,2009,1,6,0.5,"车站西街院"
510292,97.61,2211,3,2009,4,9,0.333,"车站西街院"
410293,91.69,2111,4,2009,4,6,0.5,"车站西街院"
810294,48,1111,3,2009,3,11,0.333,"车站西街院"
210295,97,2211,3,2009,4,10,0.333,"车站西街院"
910296,92,2211,4,2009,4,6,0.5,"车站西街院"
210297,48,1011,3,2009,1,10,0.333,"车站西街院"
210298,94.89,2211,3,2009,1,10,0.333,"车站西街院"
410299,93,2111,4,2009,3,6,0.5,"车站西街院"
910300,95,2111,3,2009,2,9,0.333,"车站西街院"
210301,94.3,2212,3,2009,4,9,0.333,"车站西街院"
910302,92.23,2111,4,2009,4,6,0.5,"车站西街院"
110303,48.06,1111,3,2009,3,10,0.333,"车站西街院"
110304,49,1111,3,2009,1,10,0.333,"车站西街院"
110305,45.99,2011,4,1980,4,6,0.25,"红莲中里"
210306,71.3,3111,1,1991,3,16,0.25,"红莲中里"
210307,77.2,3111,4,1984,3,6,0.333,"红莲中里"
210308,51.6,2111,4,1980,3,6,0.333,"红莲中里"
910309,52,2111,4,1979,3,6,0.333,"红莲中里"
310310,43.52,1111,4,1993,4,5,0.5,"红莲中里"
410311,64.31,2111,4,1977,3,6,0.333,"红莲中里"
610312,86.77,2211,4,2002,3,21,0.5,"红莲中里"
410313,50.6,2111,4,1980,3,6,0.333,"红莲中里"
710314,89.24,2111,1,2010,4,26,0.333,"红莲南里"
810315,89.12,2111,1,2010,2,26,0.333,"红莲南里"
110316,69,1111,3,2010,4,11,0.25,"红莲南里"
510317,88.02,2111,1,2010,4,26,0.333,"红莲南里"
810318,88.68,2111,1,2010,3,24,0.333,"红莲南里"
310319,88,2211,1,2009,4,29,0.333,"红莲南里"
110320,88.88,2111,1,2010,3,18,0.333,"红莲南里"
710321,89,2211,1,2010,3,26,0.333,"红莲南里"
810322,70.75,2111,3,2010,1,11,0.25,"红莲南里"
910323,88,2111,1,2010,4,24,0.333,"红莲南里"
710324,88,2211,1,2010,3,24,0.333,"红莲南里"
710325,89,2111,1,2010,2,24,0.333,"红莲南里"
910326,89.81,2211,1,2009,4,29,0.333,"红莲南里"
610327,88.4,2211,1,2010,4,18,0.333,"红莲南里"
310328,51.61,1111,4,2000,3,6,0.333,"滨河东里"
710329,47.3,1011,4,2004,4,11,0.25,"红山世家"
410330,47.3,1011,4,2004,4,11,0.25,"红山世家"
710331,47.3,1011,4,2004,4,11,0.25,"红山世家"
310332,84.24,2211,4,2003,4,6,0.5,"红山世家"
810333,83.78,2111,4,2003,4,6,0.5,"红山世家"
510334,84.24,2111,4,2003,4,6,0.5,"红山世家"
510335,47.3,1011,4,2004,4,11,0.25,"红山世家"
210336,111.29,3111,4,2003,4,6,0.5,"红山世家"
310337,82.51,2111,4,2003,4,6,0.5,"红山世家"
210338,102,2112,4,2004,4,11,0.25,"红山世家"
310339,47.3,1011,4,2004,4,11,0.25,"红山世家"
710340,84.24,2111,4,2003,4,6,0.5,"红山世家"
810341,47.3,1011,4,2004,4,11,0.25,"红山世家"
710342,102.36,2112,4,2004,4,11,0.25,"红山世家"
110343,85,2111,3,2008,4,18,0.125,"丽水莲花"
310344,78,2111,3,2008,1,18,0.118,"丽水莲花"
310345,135.45,3212,3,2008,3,26,0.667,"丽水莲花"
710346,80,2111,3,2008,1,18,0.118,"丽水莲花"
710347,102.98,2212,3,2006,4,26,0.5,"丽水莲花"
510348,60,1111,3,2008,4,18,0.118,"丽水莲花"
710349,188.78,3212,3,2007,1,26,0.667,"丽水莲花"
610350,60,1112,3,2008,3,18,0.125,"丽水莲花"
510351,56.84,2012,3,2008,4,18,0.125,"丽水莲花"
710352,27.85,1001,3,2008,3,18,0.118,"丽水莲花"
410353,169,4212,3,2006,4,26,0.4,"丽水莲花"
910354,60,1111,3,2008,3,18,0.118,"丽水莲花"
510355,29.68,1111,3,2008,4,18,0.125,"丽水莲花"
310356,90,2111,3,2008,4,18,0.118,"丽水莲花"
810357,34.61,2011,3,2008,3,18,0.133,"丽水莲花"
910358,27.5,1111,3,2008,4,18,0.118,"丽水莲花"
910359,34.69,2111,3,2008,2,18,0.125,"丽水莲花"
510360,86,2111,3,2011,4,18,0.667,"北欧印象"
810361,64,1111,3,2011,3,18,0.667,"北欧印象"
610362,74.24,2211,3,2011,4,18,0.5,"北欧印象"
610363,86.02,2111,3,2011,4,18,0.667,"北欧印象"
410364,115,3212,3,2011,1,18,0.667,"北欧印象"
410365,120,3212,3,2010,1,9,0.333,"北欧印象"
810366,63.58,1111,3,2011,3,18,0.667,"北欧印象"
710367,63,1111,3,2010,4,9,0.333,"北欧印象"
810368,115,3212,3,2011,4,18,0.667,"北欧印象"
810369,115.4,3212,3,2011,4,18,0.667,"北欧印象"
110370,64,1111,3,2011,1,18,0.667,"北欧印象"
810371,67.1,3111,4,1981,3,6,0.2,"金泰城丽湾"
610372,64.2,2111,4,1985,4,6,0.5,"金泰城丽湾"
110373,139.46,3212,4,1998,4,6,0.5,"金泰城丽湾"
610374,63.8,2111,4,1993,4,6,0.333,"金泰城丽湾"
610375,62.2,2111,4,1985,1,6,0.5,"金泰城丽湾"
910376,72,1111,1,2012,1,25,0.25,"开阳里三区"
210377,92.22,2111,3,2011,4,26,0.5,"开阳里三区"
710378,70.06,3111,4,1986,3,6,0.5,"马连道中里"
310379,88.26,3111,4,1993,3,16,0.25,"马连道中里"
410380,72,3111,4,1993,2,6,0.333,"马连道中里"
810381,71.86,3111,4,1992,3,6,0.5,"马连道中里"
410382,43.99,1111,4,1993,3,6,0.5,"马连道中里"
810383,57.78,2111,4,1992,3,6,0.5,"马连道中里"
410384,39.47,1111,1,1985,3,22,0.286,"马连道中里"
110385,58.31,2111,4,1990,4,6,0.5,"马连道中里"
510386,55.13,2111,4,1988,3,6,0.5,"马连道中里"
110387,37.78,1111,4,1985,4,6,0.333,"马连道中里"
110388,72,3111,4,1993,4,6,0.333,"马连道中里"
310389,50,2111,3,1983,4,14,0.111,"马连道中里"
710390,56.69,2111,4,1993,4,16,0.25,"马连道中里"
410391,71,2211,4,2013,4,28,0.5,"顺驰蓝调"
910392,70,2211,4,2013,4,21,0.5,"顺驰蓝调"
410393,80.8,2111,4,2013,4,21,0.5,"顺驰蓝调"
310394,44.3,1111,4,1985,1,6,0.25,"上海建筑"
910395,42.09,1111,4,1992,4,5,0.333,"上海建筑"
610396,89,2211,4,2008,4,6,0.5,"龙跃苑三区"
510397,99.36,2212,4,2003,4,6,0.5,"太桥小区"
510398,81.48,3111,1,1995,3,25,0.25,"开阳里六区"
110399,99.69,2211,1,2004,4,20,0.4,"太桥东里"
810400,77.24,2211,4,2005,1,7,0.25,"太桥东里"
810401,110.54,2111,4,2005,4,7,0.5,"太桥东里"
510402,185.53,5213,4,2003,3,6,0.333,"太桥东里"
210403,113.2,2212,4,2003,1,11,0.25,"保利百合"
610404,111.18,3211,1,2006,3,28,0.375,"保利百合"
410405,86.57,3111,1,1986,3,16,0.286,"考拉社区"
710406,30.77,1001,4,1991,1,6,0.059,"考拉社区"
410407,67.13,2111,1,1992,3,22,0.25,"考拉社区"
410408,70.81,2111,1,1991,3,21,0.25,"考拉社区"
710409,24.61,1001,4,1991,1,6,0.059,"考拉社区"
510410,62.39,2111,1,1992,3,22,0.25,"考拉社区"
210411,86.57,3111,1,1986,3,16,0.286,"考拉社区"
710412,70,2111,4,1986,3,6,0.333,"考拉社区"
910413,68.52,3111,4,1986,3,6,0.5,"考拉社区"
410414,26.13,1001,4,1991,3,6,0.059,"考拉社区"
410415,22.56,1001,4,1991,1,6,0.059,"考拉社区"
410416,66.45,2111,1,1992,1,22,0.25,"考拉社区"
110417,61.03,2111,1,1991,4,21,0.25,"考拉社区"
810418,66.45,2111,1,1992,3,22,0.25,"考拉社区"
510419,66.45,2111,1,1992,1,22,0.25,"考拉社区"
310420,65.5,2111,4,1991,3,6,0.333,"考拉社区"
610421,60.54,2111,4,1986,1,6,0.5,"考拉社区"
610422,47,1111,4,1979,3,6,0.25,"考拉社区"
510423,72.09,2111,1,1992,3,22,0.25,"考拉社区"
210424,70.81,2111,1,1991,4,21,0.25,"考拉社区"
610425,60.41,2111,1,1999,3,18,0.25,"考拉社区"
410426,67.78,2111,1,1992,2,22,0.25,"考拉社区"
610427,63.15,2111,1,1992,3,22,0.25,"考拉社区"
210428,56.24,2111,4,1986,4,6,0.5,"考拉社区"
510429,61.36,2111,1,1991,1,21,0.25,"考拉社区"
710430,26.13,1001,4,1991,4,6,0.059,"考拉社区"
610431,56.24,2111,4,1986,3,6,0.5,"考拉社区"
510432,60.69,2111,1,1991,3,21,0.25,"考拉社区"
910433,60.41,2111,1,1999,3,18,0.25,"考拉社区"
710434,49.3,1111,4,1995,3,6,0.333,"朗琴园"
610435,45,1111,4,1995,3,6,0.25,"朗琴园"
910436,49.38,1111,4,1995,4,6,0.333,"朗琴园"
510437,97.43,2111,1,2001,3,18,0.2,"朗琴园"
510438,97.77,2111,1,2001,4,18,0.2,"朗琴园"
210439,42.98,1111,4,1996,3,6,0.333,"朗琴园"
510440,43,1111,4,1995,1,6,0.333,"朗琴园"
310441,65.36,2111,4,1996,3,6,0.25,"朗琴园"
810442,61.53,2111,4,1996,4,6,0.333,"朗琴园"
310443,80.64,3111,4,1995,3,6,0.5,"朗琴园"
510444,61.53,2111,4,1996,3,6,0.333,"朗琴园"
810445,64.14,2111,4,1995,3,6,0.333,"朗琴园"
610446,66.88,2111,1,1997,3,16,0.2,"朗琴园"
810447,46,1111,4,1994,4,6,0.25,"朗琴园"
610448,92.86,2111,1,2001,3,18,0.2,"朗琴园"
910449,43,1111,4,1996,3,6,0.333,"朗琴园"
210450,90.94,2111,4,1997,3,6,0.25,"朗琴园"
710451,61.07,2111,4,1995,4,6,0.333,"朗琴园"
510452,92.86,2111,1,2001,4,18,0.2,"朗琴园"
510453,60.77,1111,4,1995,3,6,0.333,"朗琴园"
310454,45.18,1111,4,1994,3,6,0.25,"朗琴园"
910455,45.3,1111,4,1995,3,6,0.25,"朗琴园"
410456,45.18,1111,4,1994,1,6,0.25,"朗琴园"
610457,49.56,1111,4,1995,4,6,0.333,"朗琴园"
810458,62.67,1111,4,1997,3,6,0.25,"朗琴园"
810459,65.36,2111,4,1996,3,6,0.25,"朗琴园"
810460,64.14,2111,4,1995,3,6,0.333,"朗琴园"
310461,68.31,2111,4,1997,4,6,0.5,"朗琴园"
410462,83.99,2111,1,2001,4,18,0.2,"朗琴园"
310463,42.98,1111,4,1996,3,6,0.333,"朗琴园"
910464,53.37,1011,1,2013,4,19,0.167,"万年花城二期"
710465,62.7,1111,4,2004,3,6,0.333,"世纪金色嘉园"
510466,77,2111,4,2004,4,6,0.5,"世纪金色嘉园"
110467,121.4,3111,3,2001,3,13,0.25,"太桥西里"
510468,160.67,3212,4,2001,4,13,0.5,"太桥西里"
510469,47,1111,4,1998,3,6,0.333,"鹏润家园"
810470,45.61,1111,4,1996,3,6,0.333,"鹏润家园"
110471,60.5,2111,4,1998,4,6,0.5,"鹏润家园"
810472,45.55,1111,4,1998,3,6,0.333,"鹏润家园"
310473,60,2111,4,1998,4,6,0.5,"鹏润家园"
410474,69.59,2111,4,2000,3,6,0.333,"鹏润家园"
910475,52.12,1111,4,2000,4,6,0.333,"鹏润家园"
210476,47.12,1111,4,1997,3,6,0.333,"鹏润家园"
610477,45.55,1111,4,1998,3,6,0.333,"鹏润家园"
310478,57.34,2111,4,1998,4,6,0.333,"鹏润家园"
710479,60,2111,4,1998,4,6,0.5,"鹏润家园"
210480,166.04,4212,4,2009,4,8,0.5,"荣丰"
110481,46,1111,3,2011,4,8,0.2,"荣丰"
210482,46,1111,3,2011,1,7,0.2,"荣丰"
410483,56,1111,3,2010,4,8,0.333,"荣丰"
610484,95.53,3111,3,2010,4,8,0.25,"荣丰"
510485,145.43,3212,4,2009,3,8,0.5,"荣丰"
910486,91.59,2111,3,2010,4,8,0.333,"荣丰"
510487,55,1111,4,2010,3,8,0.333,"荣丰"
210488,91,3111,3,2010,4,8,0.25,"荣丰"
210489,49,1111,3,2011,3,7,0.25,"荣丰"
910490,91,2111,3,2011,3,7,0.25,"荣丰"
710491,45.58,1111,3,2011,4,8,0.2,"荣丰"
910492,95.66,2111,4,2009,4,8,0.333,"荣丰"
710493,89,2111,3,2011,2,8,0.25,"荣丰"
